PX2,Main,Midblock Route,Side 1 Route,Side 2 Route,Activation Date,Latitude,Longitude,Count Date,8HrPedVol,8HrVehVol,24HrPedVol,24HrVehVol
1089,THE QUEENSWAY,,ZORRA ST,,5/22/1975,43.62195,-79.52235,9/23/2009,175,"15,406",350,"30,812"
1090,ADELAIDE ST W,,JOHN ST,,6/17/1975,43.64788,-79.39028,7/26/2011,"7,715","11,286","15,430","22,572"
1091,FINCH AVE W,220m EAST OF,ALEXDON RD,PRIVATE ACCESS,10/17/1974,43.76528,-79.48296,6/9/2010,216,"21,623",432,"43,246"
1092,FINCH AVE E,,PHARMACY AVE,,2/5/1974,43.79438,-79.32597,6/16/2010,"1,607","26,148","3,214","52,296"
1093,DUFFERIN ST,,SHANLY ST,,5/27/1975,43.66299,-79.43666,3/24/2010,898,"10,414","1,796","20,828"
1094,MARLEE AVE,,RIDELLE AVE,,2/5/1974,43.70387,-79.44173,9/21/2011,"1,026","10,544","2,052","21,088"
1095,FINCH AVE W,,400 S FINCH W RAMP,,6/14/1974,43.75397511,-79.53295965,5/16/2011,187,"39,750",374,"79,500"
1096,WESTON RD,,LANYARD RD,,12/18/1974,43.74824,-79.5416,12/16/2010,250,"14,428",500,"28,856"
1097,RICHMOND ST W,,PORTLAND ST,,12/5/1975,43.64699,-79.40111,8/6/2008,"1,628","4,868","3,256","9,736"
1098,MIDLAND AVE,,MARCOS BLVD,ROMULUS DR,6/6/1975,43.7464,-79.26306,2/25/2010,642,"11,807","1,284","23,614"
1099,YONGE ST,,NORTH YORK BLVD,ELMWOOD AVE,10/30/1978,43.76658,-79.4122,9/10/2007,"5,410","25,054","10,820","50,108"
1100,YONGE ST,,ELMHURST AVE,GREENFIELD AVE,7/17/1975,43.76328,-79.41135,9/10/2007,"10,993","30,517","21,986","61,034"
1101,YONGE ST,,KEMPFORD BLVD,,7/17/1975,43.77701,-79.41482,11/5/2007,"1,214","26,181","2,428","52,362"
1102,ALBION RD,,THISTLE DOWN BLVD,RIVERDALE DR,8/27/1974,43.7354,-79.56134,9/23/2011,249,"15,464",498,"30,928"
1103,DANFORTH RD,42m NORTH OF,HART AVE,,10/12/1974,43.71913856,-79.25847173,5/11/2009,53,"10,814",106,"21,628"
1104,THE WEST MALL,,EVA RD,PRIVATE ACCESS,4/30/1975,43.63935,-79.56481,12/8/2009,504,"9,300","1,008","18,600"
1105,EGLINTON AVE E,,DVP S EGLINTON RAMP,EGLINTON DVP S RAMP,2/10/1975,43.72265,-79.33202,7/14/2008,600,"28,063","1,200","56,126"
1106,EGLINTON AVE E,,DVP N EGLINTON RAMP,EGLINTON E DVP N RAMP,2/10/1975,43.72361,-79.32852,7/14/2008,62,"35,237",124,"70,474"
1107,DON MILLS RD,,CLIFFWOOD RD,,4/6/1975,43.80705,-79.35684,10/1/2009,828,"17,033","1,656","34,066"
1108,SHEPPARD AVE E,,MORNINGSIDE AVE,,1/11/1974,43.80203,-79.19979,12/13/2010,"1,287","23,889","2,574","47,778"
1109,BRIMLEY RD,,SHEPPARD AVE E,,12/18/1974,43.7876,-79.2683,2/2/2011,"3,062","29,268","6,124","58,536"
1110,MIDLAND AVE,,HUNTINGWOOD DR,,2/5/1974,43.797041,-79.283447,6/2/2008,"1,047","19,975","2,094","39,950"
1111,KENNEDY RD,,HUNTINGWOOD DR,,12/21/1973,43.79517,-79.29343,10/8/2009,"1,372","26,036","2,744","52,072"
1112,MORNINGSIDE AVE,,MILITARY TRL,,5/23/1975,43.78929,-79.19434,3/8/2011,605,"19,351","1,210","38,702"
1113,VICTORIA PARK AVE,,MORECAMBE GT,PAWNEE AVE,6/17/1975,43.79806,-79.33362,11/16/2010,573,"12,138","1,146","24,276"
1114,BLOOR ST W,,MARKLAND DR,,7/19/1974,43.62931,-79.5798,12/15/2009,622,"10,098","1,244","20,196"
1115,STEELES AVE W,,HILDA AVE,,12/16/1974,43.79606,-79.42926,10/29/2008,"1,425","27,234","2,850","54,468"
1116,KINGSTON RD,,RIDGEMOOR AVE,SHARPE ST,7/23/1975,43.70635,-79.25127,2/8/2010,799,"19,226","1,598","38,452"
1117,DUNDAS ST E,,MUNRO ST,,12/8/1975,43.66209,-79.35307,8/11/2009,476,"8,447",952,"16,894"
1118,BAYVIEW AVE,,MCKEE AVE,,5/7/1974,43.77805,-79.39059,11/29/2010,378,"20,842",756,"41,684"
1119,VICTORIA PARK AVE,,PATRICK BLVD,,8/14/1975,43.77775,-79.32415,11/15/2010,774,"18,291","1,548","36,582"
1120,LESLIE ST,,MAROWYNE DR,,7/28/1975,43.77486,-79.36461,6/12/2008,468,"16,959",936,"33,918"
1121,EGLINTON AVE W,,VESTA DR,,5/21/1975,43.70202,-79.42089,7/19/2011,"1,220","14,444","2,440","28,888"
1122,KENNEDY RD,,CORVETTE AVE,,9/23/1971,43.72527,-79.26497,2/4/2010,447,"8,652",894,"17,304"
1123,LAWRENCE AVE W,,DUFFLAW RD,,5/26/1975,43.71277,-79.46088,4/26/2011,710,"16,614","1,420","33,228"
1124,BERMONDSEY RD,,BARTLEY DR,,3/9/1975,43.71969,-79.3145,5/17/2010,129,"11,486",258,"22,972"
1125,EGLINTON AVE E,35m EAST OF,DONLEA DR,,3/10/1975,43.71192,-79.37307,12/8/2009,382,"20,592",764,"41,184"
1126,WESTON RD,,ERNEST DOCKRAY AVE,,5/14/1975,43.6904,-79.49869,11/17/2010,412,"7,467",824,"14,934"
1127,JANE ST,,CLAIR RD,SPENVALLEY DR,2/7/1975,43.74126,-79.51367,11/8/2010,"1,520","16,322","3,040","32,644"
1128,SHEPPARD AVE W,,RIVALDA RD,PRIVATE ACCESS,2/18/1975,43.73474,-79.53394,10/14/2008,300,"15,594",600,"31,188"
1129,BATHURST ST,,LAURELCREST AVE,RAEBURN AVE,6/27/1974,43.74427,-79.43569,1/18/2010,940,"17,253","1,880","34,506"
1130,WILSON AVE,,WENDELL AVE,,8/5/1975,43.71681,-79.52709,4/21/2011,148,"17,188",296,"34,376"
1131,VICTORIA PARK AVE,,DAWES RD,,12/23/1974,43.70653,-79.29497,6/10/2010,279,"13,509",558,"27,018"
1132,MARTIN GROVE RD,,JOHN GARLAND BLVD,,6/16/1975,43.73202,-79.58942,7/27/2010,"1,013","10,389","2,026","20,778"
1133,MARTIN GROVE RD,,409 E MARTIN GROVE RAMP,,10/10/1975,43.69789325,-79.57395875,6/12/2008,32,"14,574",64,"29,148"
1134,MARTIN GROVE RD,,409 W MARTIN GROVE RAMP,,10/10/1975,43.70007203,-79.57476854,1/30/2008,4,"15,896",8,"31,792"
1135,ROYAL YORK RD,,RENAULT CRES,SUMMITCREST DR,9/29/1975,43.68588,-79.52815,1/13/2010,308,"9,797",616,"19,594"
1136,WILLOWDALE AVE,,EMPRESS AVE,,9/13/1974,43.77149,-79.40281,12/10/2009,191,"10,004",382,"20,008"
1137,DUFFERIN ST,60m NORTH OF,JANE OSLER BLVD,PRIVATE ACCESS,9/19/1989,43.72528,-79.45726,10/18/2011,522,"24,219","1,044","48,438"
1138,FINCH AVE E,,BIRCHMOUNT RD,,11/14/1975,43.79901,-79.30596,6/16/2010,"1,810","28,218","3,620","56,436"
1139,ROYAL YORK RD,,TREHORNE DR,,4/26/1974,43.69044,-79.53014,1/13/2010,389,"10,230",778,"20,460"
1140,WILSON HEIGHTS BLVD,,REINER RD,,2/7/1975,43.74872,-79.45488,10/14/2010,501,"19,247","1,002","38,494"
1141,SHEPPARD AVE E,,LAPSLEY RD,WASHBURN WAY,11/20/1975,43.79615,-79.22754,1/14/2010,590,"12,549","1,180","25,098"
1142,STEELES AVE E,,VICTORIA PARK AVE,,8/13/1975,43.81572,-79.34135,10/30/2008,871,"39,172","1,742","78,344"
1143,COLLEGE ST,,EUCLID AVE,,3/10/1975,43.65577,-79.4114,4/30/2008,"3,902","10,196","7,804","20,392"
1144,FINCH AVE E,,CHEROKEE BLVD,,11/17/1975,43.79355,-79.33697,12/1/2009,685,"24,045","1,370","48,090"
1145,HARBORD ST,,HURON ST,,10/7/1975,43.66353,-79.40005,12/1/2009,"5,206","8,554","10,412","17,108"
1146,SPADINA AVE,,ST ANDREW ST,,10/25/1984,43.65441,-79.39864,7/18/2007,"7,354","10,105","14,708","20,210"
1147,BAYVIEW AVE,,BAYVIEW MEWS LANE,,11/21/1975,43.7694,-79.38867,2/17/2010,746,"23,674","1,492","47,348"
1148,ISLINGTON AVE,,FORDWICH CRES,,6/1/1976,43.7271,-79.56074,11/15/2010,182,"12,621",364,"25,242"
1149,WESTON RD,,FENMAR DR,,1/8/1975,43.757489,-79.5437068,1/6/2009,547,"14,129","1,094","28,258"
1150,KINGSTON RD,,OLD KINGSTON RD,PRIVATE ACCESS,4/27/1989,43.77406,-79.18314,1/20/2011,236,"17,751",472,"35,502"
1151,YONGE ST,,BISHOP AVE,HENDON AVE,12/23/1975,43.78165,-79.416,9/11/2007,"3,949","29,424","7,898","58,848"
1152,KING ST W,,BLUE JAYS WAY,PETER ST,5/2/1976,43.64607,-79.3923,5/26/2011,"8,895","12,865","17,790","25,730"
1153,COLLEGE ST,,BROCK AVE,,11/21/1975,43.65185,-79.4364,11/19/2008,"2,124","9,915","4,248","19,830"
1154,COLLEGE ST,,BORDEN ST,PRIVATE ACCESS,8/13/1975,43.65703,-79.40517,5/10/2010,"3,170","9,332","6,340","18,664"
1155,STEELES AVE W,,NORFINCH DR,400 N FINCH W RAMP,11/21/1975,43.77336,-79.5318,10/19/2010,190,"28,670",380,"57,340"
1156,ALBION RD,,SILVERSTONE DR,,6/16/1975,43.74301,-79.60006,4/1/2009,409,"13,736",818,"27,472"
1157,LAWRENCE AVE W,,ALLEN X S LAWRENCE E RAMP,LAWRENCE W ALLEN X S RAMP,4/22/1976,43.71588422,-79.44517821,2/2/2009,"4,135","26,914","8,270","53,828"
1158,LAWRENCE AVE W,,ALLEN X N LAWRENCE RAMP,LAWRENCE E ALLEN X N RAMP,8/9/1976,43.71626181,-79.44341594,1/12/2010,"1,485","25,000","2,970","50,000"
1159,HIGHWAY 27,,CARRIER DR,,2/14/1977,43.73914,-79.60533,10/7/2008,111,"20,400",222,"40,800"
1160,HIGHWAY 27 N,,BELFIELD RD,,11/17/1976,43.69928,-79.58708,12/8/2009,18,"26,115",36,"52,230"
1161,HIGHWAY 27 N,,REXDALE BLVD,,5/29/1980,43.71726,-79.59569,12/16/2010,151,"30,517",302,"61,034"
1162,HIGHWAY 27 N,,HUMBER COLLEGE BLVD,,2/6/1976,43.73042,-79.60149,10/6/2010,"1,481","30,737","2,962","61,474"
1163,HIGHWAY 27 N,,FINCH AVE W,,8/6/1976,43.73415,-79.60315,12/3/2009,318,"28,436",636,"56,872"
1164,HIGHWAY 27 N,,ALBION RD,,5/26/1976,43.7443,-79.6076,2/25/2009,544,"31,018","1,088","62,036"
1165,BIRCHMOUNT RD,,TIMBERBANK BLVD,GLENDOWER CRCT,6/5/1981,43.79712,-79.30514,3/9/2009,655,"14,893","1,310","29,786"
1166,LAWRENCE AVE E,,COLLINSGROVE RD,LING RD,4/6/1981,43.7691538,-79.182842,12/10/2009,728,"11,358","1,456","22,716"
1167,BIRCHMOUNT RD,,L AMOREAUX DR,SILVER SPRINGS BLVD,11/6/1981,43.80067,-79.30705,3/10/2009,977,"15,938","1,954","31,876"
1168,BATHURST ST,,CODSELL AVE,,6/17/1981,43.75867,-79.43924,1/27/2010,246,"18,137",492,"36,274"
1169,SHEPPARD AVE W,,BEECROFT RD,,6/18/1981,43.76109,-79.41317,10/27/2010,"1,457","26,097","2,914","52,194"
1170,BRIMLEY RD,,HUNTINGWOOD DR,,4/14/1976,43.7984054,-79.2733852,4/17/2008,815,"20,542","1,630","41,084"
1171,BRIMLEY RD,,TRITON RD,,6/21/1977,43.77344,-79.26241,9/8/2011,349,"17,749",698,"35,498"
1172,JANE ST,,EDDYSTONE AVE,,12/21/1979,43.74915,-79.51562,2/12/2008,689,"14,609","1,378","29,218"
1173,KEELE ST,,TORO RD,,11/5/1979,43.75984,-79.49007,3/25/2010,489,"20,034",978,"40,068"
1174,KIPLING AVE,,TABER RD,PRIVATE ACCESS,12/10/1978,43.71942,-79.57037,10/18/2010,730,"14,053","1,460","28,106"
1175,MCCOWAN RD,,CHANNEL NINE CRT,MILNER AVE,7/14/1976,43.78542,-79.25652,12/12/2009,455,"35,612",910,"71,224"
1176,FINCH AVE E,,MCCOWAN RD,,8/4/1976,43.80806,-79.26645,6/20/2011,"3,990","27,973","7,980","55,946"
1177,FINCH AVE E,,SANDHURST CRCL,,1/9/1978,43.80723,-79.27039,2/11/2009,"1,718","19,314","3,436","38,628"
1178,FINCH AVE E,,BRIMLEY RD,,5/28/1976,43.80572,-79.27736,5/11/2011,"1,656","30,613","3,312","61,226"
1179,FINCH AVE E,,ALEXMUIR BLVD,CHARTLAND BLVD S,4/27/1979,43.80471,-79.28214,12/3/2009,320,"16,776",640,"33,552"
1180,FINCH AVE E,,MIDLAND AVE,,7/4/1976,43.8038,-79.28629,2/15/2011,"2,045","26,802","4,090","53,604"
1181,FINCH AVE E,,GORDON BAKER RD,FINCH E 404 N RAMP,10/11/1976,43.79509279,-79.34146071,10/20/2010,199,"29,228",398,"58,456"
1182,FINCH AVE E,,404 S FINCH RAMP,,10/11/1976,43.79468585,-79.34586509,11/23/2010,201,"31,595",402,"63,190"
1183,FINCH AVE E,,AU LARGE BLVD,SENECA HILL DR,1/11/1977,43.79365,-79.35042,2/10/2009,"9,709","27,994","19,418","55,988"
1184,MORNINGSIDE AVE,,CORONATION DR,,10/13/1978,43.7619063,-79.1836153,12/16/2009,332,"7,073",664,"14,146"
1185,STEELES AVE E,,TOWNSEND RD,STEELES AV E 404 S RAMP,5/31/1978,43.81193,-79.35762,3/31/2010,618,"25,166","1,236","50,332"
1186,FINCH AVE E,,BRIDLETOWNE CRCL,,6/16/1976,43.796,-79.31933,6/3/2008,"1,301","19,499","2,602","38,998"
1187,PHARMACY AVE,,BRIAN AVE,,12/13/1979,43.7462057,-79.3058115,7/28/2010,689,"9,199","1,378","18,398"
1188,KINGSTON RD,,MANSE RD,,2/28/1978,43.77492,-79.17796,2/2/2012,258,"18,991",516,"37,982"
1189,KINGSTON RD,,BEECHGROVE DR,PRIVATE ACCESS,2/16/1978,43.7765,-79.17361,12/1/2011,534,"18,824","1,068","37,648"
1190,STEELES AVE E,,PHARMACY AVE,ESNA PARK DR,9/19/1978,43.81687,-79.33654,4/19/2010,757,"34,329","1,514","68,658"
1191,STEELES AVE E,,WARDEN AVE,,9/22/1978,43.81968,-79.32442,10/12/2010,"2,145","42,799","4,290","82,017"
1192,STEELES AVE E,,KENNEDY RD,,5/12/1975,43.82371,-79.30705,5/11/2011,"3,304","36,064","6,608","72,128"
1193,KINGSTON RD,,CELESTE DR,PRIVATE ACCESS,6/29/1979,43.75708,-79.19929,12/1/2009,246,"20,605",492,"41,210"
1194,BATHURST ST,,BAINBRIDGE AVE,RAOUL WALLENBERG,11/18/1977,43.75077,-79.43733,1/13/2010,675,"19,130","1,350","38,260"
1195,ELLESMERE RD,,MILITARY TRL,,9/9/1975,43.78656,-79.18842,6/26/2008,"1,696","11,052","3,392","22,104"
1196,DUFFERIN ST,,DOLOMITE DR,PRIVATE ACCESS,12/30/1977,43.78087,-79.46983,9/14/2011,745,"23,379","1,490","46,758"
1197,DUFFERIN ST,,MARTIN ROSS AVE,PRIVATE ACCESS,12/30/1977,43.7752,-79.46845,1/25/2010,178,"21,406",356,"42,812"
1198,ISLINGTON AVE,,MILADY RD,,10/18/1977,43.75228,-79.56831,11/15/2010,228,"11,256",456,"22,512"
1199,ISLINGTON AVE,,MILLWICK DR,MUIR AVE,10/19/1977,43.76005,-79.57176,11/15/2010,353,"14,706",706,"29,412"
1200,SHEPPARD AVE E,,DORIS AVE,,4/1/1978,43.76217,-79.40825,1/13/2010,"2,397","20,141","4,794","40,282"
1201,KINGSTON RD,,PORT UNION RD,SHEPPARD AVE E,7/6/1968,43.79897,-79.14627,8/14/2008,193,"23,760",386,"47,520"
1202,KINGSTON RD,,401 C E 2A W RAMP,,5/2/1981,43.79483075,-79.15273754,2/12/2008,23,"11,570",46,"23,140"
1203,MARKHAM RD,,MILNER AVE,,10/21/1977,43.78958,-79.23705,11/30/2009,"1,453","39,870","2,906","79,740"
1204,ISLINGTON AVE,,DUNCANWOODS DR,ROWNTREE MILL RD,10/18/1977,43.75474,-79.56882,11/30/2009,381,"12,971",762,"25,942"
1205,FINCH AVE E,,KENNETH AVE,,4/10/1978,43.78048,-79.41231,2/11/2010,"1,606","16,426","3,212","32,852"
1206,FINCH AVE W,,TALBOT RD,,8/24/1978,43.77816,-79.42298,2/23/2009,414,"15,805",828,"31,610"
1207,CARLINGVIEW DR,,DISCO RD,,2/13/1978,43.69978,-79.60146,3/11/2009,48,"8,567",96,"17,134"
1208,STEELES AVE W,,ISLINGTON AVE,,4/6/1976,43.76436,-79.5748,4/8/2010,444,"30,733",888,"61,466"
1209,STEELES AVE W,,FENMAR DR,PINE VALLEY DR,8/9/1978,43.76659,-79.56482,1/18/2007,195,"29,105",390,"58,210"
1210,KIPLING AVE,,GREENSBORO DR,RONSON DR,4/6/1976,43.70261,-79.56234,1/28/2008,57,"17,013",114,"34,026"
1211,KIPLING AVE,,BETHRIDGE RD,PRIVATE ACCESS,12/21/1977,43.70916,-79.5655,10/1/2008,362,"18,146",724,"36,292"
1212,MARTIN GROVE RD,,RACINE RD,,10/6/1976,43.7167,-79.5824,11/4/2008,297,"13,858",594,"27,716"
1213,JANE ST,,DRIFTWOOD AVE,MILO PARK GT,10/26/1977,43.76592,-79.51968,2/11/2008,864,"13,549","1,728","27,098"
1214,STEELES AVE W,,FOUNDERS RD,,10/19/1978,43.77927,-79.50432,4/12/2010,246,"20,882",492,"41,764"
1215,KEELE ST,,ST REGIS CRES,PRIVATE ACCESS,9/16/1976,43.75449,-79.48875,4/12/2010,"1,846","18,887","3,692","37,774"
1216,SHEPPARD AVE W,,TUSCAN GT,PRIVATE ACCESS,8/9/1976,43.75286,-79.48274,1/28/2010,127,"16,018",254,"32,036"
1217,WARDEN AVE,,BRIDLETOWNE CRCL,,5/21/1980,43.7922,-79.31386,10/1/2007,"1,763","21,213","3,526","42,426"
1218,FINCH AVE E,,BRIDLETOWNE CRCL,,8/31/1978,43.79755,-79.31232,10/26/2011,"1,305","22,412","2,610","44,824"
1219,PORT UNION RD,,ISLAND RD,PORT UNION N 401 C E RAMP,11/15/1972,43.79586902,-79.14370396,11/13/2008,34,"18,392",68,"36,784"
1220,SHEPPARD AVE E,,MEADOWVALE RD,,2/8/1974,43.80841,-79.17082,11/26/2007,579,"12,412","1,158","24,824"
1221,FINCH AVE W,,VIRGILWOOD DR,PRIVATE ACCESS,11/25/1977,43.77289,-79.44822,9/23/2010,"1,971","21,946","3,942","43,892"
1222,NEILSON RD,,SHEPPARD AVE E,,12/13/1979,43.79816,-79.21765,9/24/2008,"1,524","25,528","3,048","51,056"
1223,FINCH AVE W,,PEARLDALE AVE,ARDWICK BLVD,7/26/1977,43.74779,-79.56238,11/29/2010,964,"20,464","1,928","40,928"
1224,FINCH AVE W,,JOHN GARLAND BLVD,SILVERSTONE DR,11/8/1978,43.73605,-79.59491,7/22/2010,"1,047","13,898","2,094","27,796"
1225,KING ST W,,PORTLAND ST,,9/25/1984,43.64447,-79.40008,6/20/2011,"5,085","8,866","10,170","17,732"
1226,WESTON RD,,ORMONT DR,,12/5/1978,43.7648578,-79.545346,10/16/2007,481,"13,018",962,"26,036"
1227,WESTON RD,,STARVIEW LANE,PRIVATE ACCESS,12/21/1978,43.72636,-79.53559,4/21/2011,562,"19,958","1,124","39,916"
1228,FAIRVIEW MALL DR,,GODSTONE RD,PRIVATE ACCESS,8/18/1976,43.77965,-79.34573,3/31/2010,"1,980","8,962","3,960","17,924"
1229,STEELES AVE W,,TORRESDALE AVE,THURMAN RD,9/20/1978,43.79084,-79.45323,10/1/2007,526,"23,235","1,052","46,470"
1230,STEELES AVE W,,HIDDEN TRL,CONLEY ST,12/21/1979,43.7887,-79.46326,6/10/2008,326,"27,390",652,"54,780"
1231,STEELES AVE W,,ALNESS ST,,7/23/1976,43.78472,-79.48104,10/29/2007,378,"36,121",756,"72,242"
1232,STEELES AVE W,,SIGNET DR,WESTON RD,3/5/1976,43.77097,-79.54343,12/10/2009,444,"24,627",888,"49,254"
1233,LESLIE ST,30m NORTH OF,RAVEL RD,,10/30/1975,43.79182,-79.36843,4/21/2008,476,"14,056",952,"28,112"
1234,DUFFERIN ST,,OVERBROOK PL,STEEPROCK DR,12/8/1973,43.76107,-79.46516,5/22/2007,573,"32,095","1,146","64,190"
1235,SIGNET DR,,FENMAR DR,,5/24/1979,43.758478,-79.5389618,3/3/2011,59,"9,710",118,"19,420"
1236,WILSON AVE,,GARRATT BLVD,NORTHGATE DR,9/14/1978,43.73038,-79.4681,5/2/2011,955,"16,442","1,910","32,884"
1237,WILSON AVE,,TRANSIT RD,BILLY BISHOP WAY,12/16/1976,43.7334,-79.45281,12/10/2009,294,"26,608",588,"53,216"
1238,BLOOR ST W,,PALMERSTON AVE,PALMERSTON BLVD,10/31/1984,43.66463,-79.41363,5/10/2010,"2,664","9,534","5,328","19,068"
1239,MARKHAM RD,,MCLEVIN AVE,NUGGET AVE,3/29/1978,43.79854,-79.24104,7/7/2008,470,"33,987",940,"67,974"
1240,PHARMACY AVE,,HUNTINGDALE BLVD,CHESTER LE BLVD,5/15/1979,43.79636,-79.32716,1/19/2010,467,"10,012",934,"20,024"
1241,PHARMACY AVE,,MCNICOLL AVE,,5/10/1979,43.80414,-79.33072,2/26/2008,597,"19,356","1,194","38,712"
1242,MIDLAND AVE,,PITFIELD RD,,2/5/1980,43.78062,-79.27612,5/6/2008,425,"14,288",850,"28,576"
1243,MCCOWAN RD,,HUNTINGWOOD DR,MIDDLEFIELD RD,5/26/1976,43.798691,-79.262554,12/17/2009,186,"27,506",372,"55,012"
1244,MCCOWAN RD,,NUGGET AVE,PRIVATE ACCESS,3/29/1978,43.79205749,-79.25983295,9/2/2008,842,"30,219","1,684","60,438"
1245,SHEPPARD AVE E,,WILFRED AVE,,11/12/1979,43.76511,-79.3947,9/24/2008,539,"22,251","1,078","44,502"
1246,HIGHWAY 27 N,,QUEENS PLATE DR,,10/9/1984,43.72277,-79.59813,11/30/2009,727,"26,570","1,454","53,140"
1247,SHEPPARD AVE W,,OAKDALE RD,,8/11/1978,43.73698,-79.52376,12/8/2008,53,"14,712",106,"29,424"
1248,SHEPPARD AVE W,,MIN AVE,YATESCASTLE DR,5/18/1979,43.74035,-79.50688,3/2/2011,390,"13,351",780,"26,702"
1249,SHEPPARD AVE E,,SETTLERS RD,,5/29/1979,43.7747,-79.32669,10/19/2010,"1,069","20,908","2,138","41,816"
1250,DIXON RD,,427 N DIXON RAMP,PRIVATE ACCESS,10/11/1977,43.68650333,-79.59961226,11/1/2011,89,"18,762",178,"37,524"
1251,VICTORIA PARK AVE,,CLYDESDALE DR,,9/26/1976,43.78389,-79.32704,12/10/2009,212,"19,424",424,"38,848"
1252,VICTORIA PARK AVE,,GORDON BAKER RD,,6/7/1979,43.81068,-79.33919,10/27/2010,237,"15,742",474,"31,484"
1253,FINCH AVE W,,CHESSWOOD DR,PRIVATE ACCESS,11/22/1977,43.7665,-79.47752,9/8/2008,852,"22,504","1,704","45,008"
1254,KIPLING AVE,,MOUNT OLIVE DR,PANORAMA CRT,6/27/1978,43.74682,-79.58375,11/19/2009,"1,214","12,322","2,428","24,644"
1255,KEELE ST,,WHITBURN CRES,,4/5/1977,43.73695,-79.48453,11/10/2009,455,"20,154",910,"40,308"
1256,STEELES AVE W,,KIPLING AVE,,11/21/1979,43.75963,-79.5899,10/29/2009,"1,179","21,494","2,358","42,988"
1257,FINCH AVE E,,MARKHAM RD,,11/6/1973,43.81302,-79.24308,6/16/2011,"2,128","38,107","4,256","76,214"
1258,FINCH AVE E,,TAPSCOTT RD,,4/7/1980,43.81427,-79.23713,9/7/2011,594,"19,660","1,188","39,320"
1259,YONGE ST,,LORD SEATON W YONGE RAMP,,10/5/1979,43.75263342,-79.4083829,1/23/2008,34,"39,025",68,"78,050"
1260,STEELES AVE E,,MIDLAND AVE,,1/11/1978,43.82601,-79.29731,12/16/2010,859,"25,626","1,718","51,252"
1261,STEELES AVE E,,HWY 404 SB OFF RAMP,,10/11/1978,43.81242961,-79.3553169,12/20/2007,1,"41,928",2,"83,856"
1262,STEELES AVE E,,HWY 404 NB OFF RAMP,WOODBINE AVE,10/13/1966,43.81391553,-79.34875399,12/14/2010,500,"53,678","1,000","107,356"
1263,WARDEN AVE,,BRIDLETOWNE CRCL,,5/21/1980,43.80149944,-79.31873962,11/15/2010,"1,413","18,124","2,826","36,248"
1264,STEELES AVE E,,SILVER STAR BLVD,OLD KENNEDY RD,6/30/1975,43.82536,-79.30007,3/9/2011,"1,746","23,305","3,492","46,610"
1265,EASTERN AVE,,KNOX AVE,,5/4/1977,43.66254,-79.32523,1/5/2011,404,"10,111",808,"20,222"
1266,ADELAIDE ST W,,DUNCAN ST,,4/28/1977,43.64822,-79.38866,7/28/2010,"3,714","9,502","7,428","19,004"
1267,DANFORTH AVE,,WESTLAKE AVE,,2/10/1978,43.68747,-79.3051,1/10/2011,"1,161","12,563","2,322","25,126"
1268,BIRCHMOUNT RD,,LAURA SECORD WALK,,1/12/1977,43.75587,-79.28823,4/2/2009,269,"15,386",538,"30,772"
1269,BLOOR ST W,,MANNING AVE,,6/27/1979,43.66409,-79.41603,11/22/2011,"3,629","11,961","7,258","23,922"
1270,BLOOR ST W,,HAVELOCK ST,,6/28/1979,43.660505,-79.4324209,3/26/2008,"1,259","10,104","2,518","20,208"
1271,DUFFERIN ST,60m SOUTH OF,HUNTER AVE,,1/12/1976,43.69391,-79.44949,4/14/2011,144,"13,813",288,"27,626"
1272,DUFFERIN ST,,BRANDON AVE,,3/30/1976,43.67046,-79.43987,5/20/2009,492,"11,732",984,"23,464"
1273,DUNDAS ST W,,HURON ST,,7/22/1976,43.65336,-79.39612,5/3/2010,"11,448","7,111","22,896","14,222"
1274,DUNDAS ST W,,GRACE ST,,10/2/1978,43.65073,-79.41393,5/13/2008,"1,009","9,672","2,018","19,344"
1275,DUNDAS ST W,,SHAW ST,,2/5/1978,43.64986,-79.41827,6/8/2010,"2,007","10,666","4,014","21,332"
1276,ALBION RD,,WESTMORE DR,,4/28/1981,43.74367,-79.60392,4/19/2010,181,"13,932",362,"27,864"
1277,PROGRESS AVE,,BELLAMY RD N,CORPORATE DR,6/5/1977,43.78021,-79.24389,3/22/2011,777,"17,475","1,554","34,950"
1278,EGLINTON AVE W,,LLOYD MANOR RD,WIDDICOMBE HILL BLVD,1/23/1985,43.67566,-79.55768,12/18/2008,627,"25,819","1,254","51,638"
1279,MIDLAND AVE,,VERDUN AVE,,3/7/1980,43.72891,-79.25568,2/3/2010,298,"7,074",596,"14,148"
1280,CONSUMERS RD,90m SOUTH OF,YORKLAND BLVD,PRIVATE ACCESS,5/21/1980,43.77051,-79.3309,4/21/2010,580,"9,725","1,160","19,450"
1281,DANFORTH AVE,,EAST LYNN AVE,WOODMOUNT AVE,6/16/1980,43.68517,-79.31525,9/3/2009,"2,473","12,740","4,946","25,480"
1282,BRIMLEY RD,,DORCOT AVE,,4/5/1978,43.75898,-79.25713,5/5/2009,128,"13,753",256,"27,506"
1283,ST CLAIR AVE E,,LINDEN AVE,PRIVATE ACCESS,2/2/1978,43.71779,-79.25575,8/18/2010,185,"9,705",370,"19,410"
1284,LAWRENCE AVE E,,HOWDEN RD,UNDERWRITERS RD,1/8/1978,43.74686,-79.28792,7/21/2010,928,"22,092","1,856","44,184"
